Recipe Name,Total Time In Mins,URL,Cleaned-Ingredients,Ingredient-count
Sweet And Sour Vegetables With Paneer Curry Recipe,40,https://www.archanaskitchen.com/sweet-and-sour-vegetables-with-paneer-curry-recipe-indian-chinese,"salt,ginger,corn flour,green chilli,paneer,spring onion greens bulbs leaves,milk,cloves garlic,carrot,green chilli sauce,soy sauce,tomato ketchup,red chilli flakes,mixed herbs (dried) like rosemary coriander,instant oats (oatmeal),button mushrooms,cauliflower (gobi) florets,sunflower oil",18
" Mughlai Style Eggplant Simmered In Rich Tomato Curry (Recipe In Hindi)",50,https://www.archanaskitchen.com/baingan-musallam-recipe-mughlai-style-eggplant-simmered-in-rich-tomato-curry-2,"tomato,turmeric powder,salt,ginger,red chilli powder,eggsplant,raisins,bay leaf,onion,cast coriander,coriander powder,oil,garlic,garam masala powder",14
Pudina Shavige Recipe - Pudina Semiya Upma Recipe,40,https://www.archanaskitchen.com/karnataka-style-pudina-shavige-recipe-mint-vermicelli-recipe,"salt,ginger,green chilli,mustard seeds,coriander (dhania) leaves,cloves garlic,curry leaves,white urad dal (split),onion,cumin seeds (jeera),peanuts (moongphali),semiya (vermicelli) rice vermicelli foxtail millet vermicelli will also do,mint leaves (pudina),ghee flavour",14
Baked Gobi Manchurian Recipe - Healthy Cauliflower Manchurian Recipe,40,https://www.archanaskitchen.com/baked-gobi-manchurian-recipe-healthy-cauliflower-manchurian-recipe,"tomato,spring onion greens,ginger,corn flour,red chilli sauce (asian style),cloves garlic,soy sauce,tomato ketchup,water vegetable stock,cauliflower (gobi) lemon,green chillies,sunflower oil",12
Hidden Banana Cupcake Recipe,90,https://www.archanaskitchen.com/hidden-banana-cupcake-recipe,"baking powder,bananas,mango (ripe),milk,mango pulp (puree) decoration,baking soda,vivatta maida,sugar,vanilla,caster sugar,butter,sunflower oil",12
Andhra Style Patoli Recipe (Dal Usli/ Crumbled Dal Recipe),90,https://www.archanaskitchen.com/andhra-style-patoli-recipe-dal-usli-crumbled-dal-recipe,"salt,green chilli,mustard seeds,asafoetida (hing),red chilli powder,ginger garlic paste,curry leaves,white urad dal (split),onion,cumin seeds (jeera),turmeric powder,chana dal (bengal gram dal),sunflower oil",13
Slow Oven Roasted Tomatoes With Pasta And Goat Cheese Recipe,45,https://www.archanaskitchen.com/smashed-slow-oven-roasted-tomatoes-with-pasta-and-goat-cheese-recipe,"pasta fusilli,cloves garlic,virgin olive oil,red chilli flakes,basil leaves,onion,goat cheese,black pepper powder,cherry tomato,balsamic vinegar",10
Cottage Cheese Pancake Recipe Stuffed With Chocolate - Russian Syrniki Recipe,50,https://www.archanaskitchen.com/cottage-cheese-pancake-recipe-stuffed-with-chocolate-russian-syrniki-recipe,"salt,baking powder,chocolate bar,butter pan,paneer,flour (maida),vanilla,eggs",8
Hyderabad Style Kuska Recipe (Biryani Rice Recipe),55,https://www.archanaskitchen.com/hyderabad-style-kuska-recipe-biryani-rice-recipe,"tomato,basmati rice,salt,ginger,hung curd (greek yogurt),coriander (dhania) leaves,fennel seeds (saunf),st flower,onion,mace (javitri),biryani masala powder,mint leaves (pudina),turmeric powder,cloves (laung),star anise",15
Kakka Orotti Recipe - Steamed Mini Rice Balls in Chicken Gravy,0,https://www.archanaskitchen.com/kakka-orotti-recipe-steamed-mini-rice-balls-in-chicken-gravy,"tomato,kashmiri red chilli powder,onion,chicken breasts,turmeric powder,sunflower oil,salt,cardamom (elaichi) podsseeds,coconut paste,garam masala powder,coconut,basmati rice (or grain should work),sunflower oil coconut oil,water,rice flour,fennel seeds (saunf),rice (same you used the dough),ginger garlic paste,curry leaves,cinnamon stick (dalchini),coriander powder,cloves (laung)",22
Nadan Tomato Curry Recipe (Kerala Style Tomato Curry),30,https://www.archanaskitchen.com/nadan-tomato-curry-recipe-kerala-style-tomato-curry,"tomato,salt,mustard seeds,coconut,red chilli powder,curry leaves,pearl onion (sambar onion),coconut oil,cumin seeds (jeera),turmeric powder,green chillies",11
Whole Wheat Sunflower Seed Bread Recipe,255,https://www.archanaskitchen.com/whole-wheat-sunflower-seed-bread-recipe,"sunflower seeds,wheat flour,salt,water,virgin olive oil,curd,dry yeast dry yeast,flour (maida),oats flour",9
Spinach And Sweet Potato Bombs Recipe,40,https://www.archanaskitchen.com/spinach-and-sweet-potato-bombs-recipe,"salt,sunflower oil,spinach,cloves garlic,red chilli flakes,onion,lemon,thyme leaves,sweet potatoes skin,black pepper powder,dried oregano",11
Italian Ricotta Crostini with Olives and Cherry Tomatoes Recipe,20,https://www.archanaskitchen.com/italian-ricotta-crostini-with-olives-and-cherry-tomatoes-recipe,"salt,tme leaves,rosemary,virgin olive oil,basil leaves oregano,ricotta cheese,ciabatta bread smer,del monte black olives,cherry tomato",9
Allam Pachadi | Ginger Chutney Recipe,30,https://www.archanaskitchen.com/allam-pachadi-ginger-chutney-recipe,"salt,sunflower oil,tamarind pulp,mustard seeds,grams ginger,asafoetida (hing),jaggery,black peppercorns,curry leaves,dry red chillies,methi seeds (fenugreek seeds),white urad dal (split) tadka,sesame seeds (til seeds),kala jeera",14
Mexican Quinoa Bean Salad Recipe,35,https://www.archanaskitchen.com/mexican-quinoa-bean-salad-recipe,"cumin powder (jeera),coriander (dhania) leaves,virgin olive oil,jalapenos,onion,black pepper powder,black beans canned,maple syrup,dried oregano,salt,red bell pepper (capsicum),cloves garlic,avocado,tomato seeded,iceberg lettuce,lemon,red wine vinaigrette apple cider vinegar,parsley leaves,sweet corn,green bell pepper (capsicum),quinoa",21
" Palak Tambuli (Recipe In Hindi)",30,https://www.archanaskitchen.com/palak-tambuli-recipe-udupi-style-spinach-tambli-in-hindi,"salt,spinach,coconut,ghee,yogurt sour chas,mustard,curry leaves,dry red chilli,green chillies,cumin seeds,black pepper",11
Munthiri Masala Kurma Recipe - Kaju Masala Kurma Recipe,40,https://www.archanaskitchen.com/munthiri-masala-kurma-recipe-kaju-masala-kurma-recipe,"tomato,salt,ginger,ghee,red chilli powder,cloves garlic,curry leaves,onion,cashews,turmeric powder,sambar powder,garam masala powder",12
Sweet Potato Brownie Recipe,65,https://www.archanaskitchen.com/sweet-potato-brownie-recipe,"salt,rice flour buckwheat flour,badam (almond),brown sugar (demerara sugar),cocoa powder,maple syrup,sweet potatoes",7
" Amla Rasam Recipe",40,https://www.archanaskitchen.com/nellikai-rasam-whole-gooseberry-rasam-recipe-in-hindi,"turmeric powder,salt,tomato,ginger,coriander (dhania) leaves,dry red chilli break,ghee,asafoetida,mustard,amla,mint leaves,black pepper powder,green chillies,cumin seeds",14
Mini Bread Pizza Recipe - Cheesy Canapes,35,https://www.archanaskitchen.com/mini-bread-pizza-recipe-cheesy-canapes,"tomato,wheat brown bread,cheese,salt,coriander (dhania) leaves,paneer,onion,black pepper powder,green bell pepper (capsicum),tomato pasta sauce,butter,dried oregano",12
Achari Masala Recipe For Fresh Pickles - Sambharo Masala,35,https://www.archanaskitchen.com/achari-masala-recipe-for-fresh-pickles-sambharo-masala,"salt,asafoetida (hing),red chilli powder,split methi seeds (methi kuria),turmeric powder,split mustard seeds (rai kuria)",6
Dill Idle Recipe (Dill Leaves Idli),25,https://www.archanaskitchen.com/sabsige-soppina-idli-recipe-dill-leaves-idli,"idli dosa batter,salt,dill leaves,mustard seeds,asafoetida (hing),curry leaves,dry ginger powder,cumin seeds (jeera),black pepper powder,chana dal (bengal gram dal) (for hour),turmeric powder,sunflower oil",12
Chocolate Dipped Eggless Coconut Macaroon Recipe,70,https://www.archanaskitchen.com/chocolate-dipped-eggless-coconut-macaroon-recipe,"cardamom (elaichi) podsseeds,milk chocolate,dark chocolate based on preference,virgin olive oil butter,coconut sweetened,condensed milk",6
Rajasthani Seeds Fenugreek & Papad K Sag Recipe,25,https://www.archanaskitchen.com/rajasthani-dana-methi-papad-ka-saag-recipe,"salt,cumin powder (jeera),mustard seeds,asafoetida (hing),papads,red chilli powder,raisins,curd,methi seeds (fenugreek seeds),cumin seeds (jeera),coriander powder,turmeric powder,kasuri methi (dried fenugreek leaves),sunflower oil",14
Handi Biryani Recipe With Chicken,70,https://www.archanaskitchen.com/handi-biryani-recipe-with-chicken,"black peppercorns,onion,black pepper powder,turmeric powder,black cardamom (badi elaichi),salt,rice (or jasmine rice traditiony used),cardamom (elaichi) podsseeds,eggs,ginger juice,mace (javitri),nutmeg powder,red chilli powder,water,dry red chilli,curd,chicken bite,ghee,bay leaf (tej patta),ginger garlic paste,cinnamon stick (dalchini),cloves (laung)",22
Kerala Special Vegetable Stew Recipe,45,https://www.archanaskitchen.com/kerala-special-vegetable-stew-recipe,"salt,green beans (french beans),ginger,bay leaf (tej patta),cardamom (elaichi) podsseeds,potato (aloo),green peas (matar),black peppercorns,onion red,carrot,curry leaves,garlic,cinnamon stick (dalchini),coconut milk,coconut oil",15
Dum Ka Murgh (Lagan Ka Murgh) Recipe,130,https://www.archanaskitchen.com/dum-ka-murgh-lagan-ka-murgh-recipe,"coriander (dhania) leaves,ajwain (carom seeds),black peppercorns,onion,turmeric powder,green chillies,sunflower oil,salt,black cardamom (badi elaichi),ginger paste,mustard oil,cardamom (elaichi) podsseeds,mace (javitri),red chilli powder,curd,chicken,lemon,garlic paste,cashew nuts,bay leaf (tej patta),ginger garlic paste,poppy seeds,cinnamon stick (dalchini),coriander powder,cloves (laung)",25
Telangana Style Barada Palya Recipe - Chana Dal Dry Sabzi,80,https://www.archanaskitchen.com/telangana-style-barada-palya-recipe-chana-dal-dry-sabzi,"salt,ginger,chana dal (bengal gram dal),coriander (dhania) leaves,mustard seeds,curry leaves,cumin seeds (jeera),turmeric powder,green chillies,sunflower oil",10
" Bihari Style Aloo Ka Chokha Recipe",55,https://www.archanaskitchen.com/bihari-style-aloo-ka-chokha-recipe-spiced-mashed-potatoes-with-mustard-oil-in-hindi,"salt,potatoes boil,mustard oil,coriander,red chilli powder,onion,green chillies",7
Homemade Idli Dosa Batter Recipe,450,https://www.archanaskitchen.com/video-recipe-how-to-make-homemade-idli-dosa-batter,"idli rice,water soaking,methi seeds (fenugreek seeds),white urad dal",4
Beetroot Carrot Raita Recipe,25,https://www.archanaskitchen.com/beetroot-carrot-raita-recipe-in-india,"salt,yogurt,cumin powder,chaat masala powder,red chilli powder,carrot,spoon boil,peppermint",8
Fresh Homemade Basil Pesto recipe,30,https://www.archanaskitchen.com/fresh-basil-pesto-recipe,"salt,cumin powder (jeera),cloves garlic,basil leaves,virgin olive oil,red chilli powder black pepper corns,parmesan cheese,walnuts",8
Apple Cucumber Salad Recipe,15,https://www.archanaskitchen.com/apple-cucumber-minty-salad-recipe,"salt,apples,black pepper corns,mint leaves (pudina),lemon,cucumbers semi circles",6
Mixed Millet And Lentils Adai Recipe,50,https://www.archanaskitchen.com/mixed-millet-and-lentils-adai-recipe,"salt,yellow moong dal (split),arhar dal (split toor dal),sunflower oil oil adai,kodo millet,asafoetida (hing),coriander (dhania) leaves,jowar seeds,water,masoor dal,curry leaves,dry red chillies,onion,cumin seeds (jeera),seeraga (jeeraga) samba rice,bajra flour ( pearl millet),green moong dal,chana dal (bengal gram dal),white urad dal",19
Masala Paniyaram With Leftover Idli/Dosa Batter Recipe,30,https://www.archanaskitchen.com/masala-paniyaram-with-leftover-idli-dosa-batter-recipe,"idli dosa batter,salt,asafoetida (hing),mustard seeds,coriander (dhania) leaves,curry leaves,green chillies,sunflower oil",8
Grilled Cheese Sandwich Recipe With Scrambled Eggs,20,https://www.archanaskitchen.com/grilled-cheese-sandwich-recipe-with-scrambled-eggs,"wheat brown bread,britannia cheese garlic,eggs,dill leaves mint coriander leaves,britannia cheese slice,butter",6
Amritsari Dry Dal Recipe - Amritsari Sookhi Dal Recipe,50,https://www.archanaskitchen.com/amritsari-sookhi-dal-recipe-in-hindi,"tomato,turmeric powder,ginger,cumin,celery,black urad dal (split),coriander,onion,oil,coriander powder,asafetida,green chillies,coriander leaves finely salt red chilli powder",13
Karnataka Style Moolangi Chutney Recipe - Karnataka Style Mullangi Chutney (Recipe In Hindi),20,https://www.archanaskitchen.com/karnataka-style-moolangi-chutney-recipe-radish-thogayal-in-hindi,"turmeric powder,salt,mustard,curry leaves,dry red chillies,onion,chana dal,asafetida,oil,radish,tamarind,white urad dal",12
Spicy Chicken Curry Recipe In Naga Style,50,https://www.archanaskitchen.com/spicy-chicken-curry-recipe-in-naga-style,"tomato,salt,chicken thigh,red chilli powder,cloves garlic,green chillies",6
Senai Potato Fry Recipe-Yam Fry Recipe,25,https://www.archanaskitchen.com/chenai-kizhangu-poriyal-recipe-yam-poriyal-recipe,"elephant yam (suransenairatalu),asafoetida (hing),mustard seeds,curry leaves,white urad dal (split),dry red chillies,coriander (dhania) seeds,coconut oil,tamarind,turmeric powder,chana dal (bengal gram dal)",11
Crispy Corn Chaat Recipe - Crispy Corn Chaat Recipe,45,https://www.archanaskitchen.com/crispy-corn-chaat-recipe-in-hindi,"salt,red chilli powder,coriander,onion,oil,sweet corn,flour ( flour),mango powder,lemon remove",9
Achari Masala Puri Recipe,40,https://www.archanaskitchen.com/achari-masala-puri-recipe,"salt,achari masala,wheat flour,ajwain (carom seeds),red chilli powder,black pepper powder,sunflower oil",7
Aam Pudina Ka Panna Recipe,20,https://www.archanaskitchen.com/aam-pudina-ka-panna-recipe,"cumin powder (jeera),black salt,ghee,asafoetida (hing),mint leaves (pudina) bunch,jaggery,water,lemon,mango,cumin seeds (jeera)",10
Spicy Raisins And Walnut Cake Recipe,65,https://www.archanaskitchen.com/spicy-raisins-and-walnut-cake-recipe,"baking powder,salt,nutmeg,raisins,water,caramel sauce,baking soda,sugar,walnuts coarse,eggs,flour (maida),cloves (laung),butter,cinnamon powder (dalchini)",14
Dal Palak Recipe - Dal Palak,50,https://www.archanaskitchen.com/dal-palak-recipe-in-hindi,"tomato,turmeric powder,salt,ginger,ghee,spoon cumin powder,spinachand,dry red chillies,masoor dal,cumin seeds,garam masala powder,yellow moong dal",12
Baingan Bharta Recipe - Smoked Roasted Eggplant with Green Chillies and Ginger,60,https://www.archanaskitchen.com/dhaba-style-baingan-ka-bharta-recipe,"tomato,salt,ginger,ghee,brinjal (baingan eggsplant),red chilli powder,coriander (dhania) leaves,onion,coriander powder,turmeric powder,green chillies,garam masala powder",12
Zucchini and Carrot Pasta Recipe,40,https://www.archanaskitchen.com/zucchini-and-carrot-pasta-recipe,"tomato,salt,dried basil leaves,virgin olive oil,carrot,sugar,onion,spirali pasta,black pepper powder,green zucchini,green chillies,dried oregano",12
Stuffed Chicken Pockets Recipe With Mint Mayo Recipe,40,https://www.archanaskitchen.com/stuffed-chicken-pockets-recipe-with-mint-mayo-recipe,"salt,ginger,boneless chicken,ghee,mint leaves (pudina),black peppercorns,cloves garlic,water,del monte mint mayo,coriander (dhania) leaves,vinegar,flour (maida),sunflower oil",13
Makhana Ka Raita Recipe,10,https://www.archanaskitchen.com/makhana-ka-raita-recipe,"salt,cumin powder (jeera),red chilli powder,curd,coriander (dhania) leaves,phool makhana (lotus seeds),ghee toasting,garam masala powder",8
Corn & Paneer Baked Samosa Recipe,45,https://www.archanaskitchen.com/corn-paneer-baked-samosa-recipe-non-fried,"salt,water knead,ghee,paneer,black pepper powder,ajwain (carom seeds),coriander (dhania) leaves,sweet corn,flour (maida)",9
Baked Homemade Croutons Recipe With Herbs,30,https://www.archanaskitchen.com/baked-homemade-croutons-recipe-with-herbs,"salt,mixed herbs (dried),virgin olive oil,garlic powder,wheat brown bread (regular loaf baguette will work)",5
Vaghareli Rotli Recipe - Vagharela Rotli Recipe,30,https://www.archanaskitchen.com/vagharela-rotli-recipe-roti-ka-poha-in-hindi,"turmeric powder,salt,rye,asafoetida,red chilli powder,curry leaves,oil,roti,cumin seeds",9
Creamy Spaghetti Pasta Flavored With Cheesy Dip Recipe,40,https://www.archanaskitchen.com/creamy-spaghetti-pasta-recipe-flavored-with-cheesy-dip,"salt,green peas (matar),virgin olive oil,red chilli flakes,herbs,red yellow green bell pepper (capsicum),onion,del monte cheesy dip,del monte spaghetti pasta",9
Brinjal Curry Recipe,75,https://www.archanaskitchen.com/badanekaayi-gojju-brinjal-curry-recipe,"salt,mustard seeds,brinjal (baingan eggsplant),coriander (dhania) leaves,coconut,red chilli powder,dry red chillies,onion,cumin seeds (jeera),peanuts (moongphali),tamarind paste,turmeric powder,sunflower oil",13
Assamese Bhendir Sorsori Recipe (Okra In Mustard Sauce),30,https://www.archanaskitchen.com/assamese-bhendir-sorsori-recipe-okra-in-mustard-sauce,"salt,ginger,bhindi (lady fingerokra) (remove head tail),bay leaf (tej patta),mustard seeds (black yellow,red chilli powder,water,dry red chilli,turmeric powder turmeric,panch phoran masala,turmeric powder,green chillies,sunflower oil",13
Pudalangai Milagu Kootu Recipe (South Indian Snake Gourd Curry),50,https://www.archanaskitchen.com/pudalangai-milagu-kootu-recipe-south-indian-snake-gourd-curry,"salt,chana dal (bengal gram dal),asafoetida (hing),coconut,mustard seeds,black peppercorns,curry leaves,white urad dal (split),dry red chillies,coriander (dhania) seeds,cumin seeds (jeera),snake gourd (pudulangai),turmeric powder,masoor dal,sunflower oil",15
" Spiced Cabbage Rice (Recipe In Hindi)",60,https://www.archanaskitchen.com/spiced-cabbage-rice-recipe-in-hindi,"turmeric powder,ginger,salt per,rice,ghee,black pepper powder,red chilli powder,lentil sugar,cloves garlic,onion,oil,bay leaves,soya soak,mess,coriander (dhania) leaves,green chillies,cumin seeds,cabbage",18
Bengali Style Cholar Dal Recipe - Bengali Style Cholar Dal (Recipe In Hindi),60,https://www.archanaskitchen.com/bengali-style-cholar-dal-recipe-in-hindi-2,"turmeric powder,salt,green chillies two lengths,ginger,ghee,coconut,cinnamon,sugar,chana dal,dry red chillies,bay leaf,cloves,cumin seeds",13
Lemon Cucumber Detox Water Recipe,10,https://www.archanaskitchen.com/lemon-cucumber-detox-water-recipe,"cucumber,mint leaves (pudina),lemon,water",4
Sweet Yeast Malt Recipe - Healthy Yeast Kanji / Porridge Recipe,20,https://www.archanaskitchen.com/sweet-ragi-malt-recipe,"milk,jaggery,saffron strands,water,ragi flour (finger millet nagli),dry ginger powder,almond meal (badam powder),cardamom powder (elaichi),ghee butter",9
Kashmiri Style Al Rogan Josh Recipe- Pumpkin In Red Curry,35,https://www.archanaskitchen.com/al-rogan-josh-recipe-kashmiri-pumpkin-in-red-gravy,"black cardamom (badi elaichi),salt,kashmiri red chilli powder,parangikai pumpkin,mustard oil,cardamom (elaichi) podsseeds,bay leaf (tej patta),asafoetida (hing),black peppercorns,curd,fennel powder,cinnamon stick (dalchini),ratan jot (alkanet) infuse heated oil,cloves (laung)",14
Mini Idli Upma Recipe (Steamed Rice Cake Stir Fry),25,https://www.archanaskitchen.com/tadkewali-idli-recipe,"coriander (dhania),salt,ginger,idli (mini idlis),mustard seeds,curry leaves,white urad dal (split),onion,sesame (gingelly) oil vegetable oil,turmeric powder,green chillies",11
Mushroom And Scrambled Egg Bagel Sandwich Recipe,25,https://www.archanaskitchen.com/mushroom-and-scrambled-egg-bagel-sandwich-recipe,"salt,rosemary,eggs,bagel,milk,broccoli stems,pepper,button mushrooms,butter,dried oregano",10
Italian Baked Eggplant in Tomato & Parmesan - Melanzane alla Parmigiana Recipe,100,https://www.archanaskitchen.com/italian-baked-eggplant-in-tomato-parmesan-melanzane-alla-parmigiana-recipe,"pizza pasta sauce,basil leaves,cloves garlic,virgin olive oil,parmesan cheese,brinjal (baingan eggsplant) mm (lengthwise)",6
Sarson Ka Saag Recipe - Classic North Indian Saag Recipe,55,https://www.archanaskitchen.com/sarson-ka-saag-a-north-indian-recipe-of-mustard-leaves,"green chillies,salt,ginger,bathua leaves,makki ka atta (yellow corn meal flour),ghee,red chilli powder,cloves garlic,onion,mustard greens,coriander powder,spinach leaves (palak),garam masala powder",13
Cheesy Stuffed Mushrooms With Spinach Recipe,45,https://www.archanaskitchen.com/stuffed-mushroom-recipe,"button mushrooms large,spinach,britannia cheezza,cloves garlic,virgin olive oil,britannia cheese asli pepper",6
Chicken with Creamy Mushroom Sauce Recipe,30,https://www.archanaskitchen.com/montreal-mushroom-and-chicken-stir-fry-recipe,"cheese pepper flavour prefered,salt,mixed herbs (dried),black pepper corns,red chilli powder,cloves garlic,virgin olive oil,onion,parsley leaves,button mushrooms,chicken breasts",11
Tomato Dosa Recipe,285,https://www.archanaskitchen.com/tomato-dosa-recipe-in-hindi,"tomato,salt,rice,oil ghee ( make dosa),water,fenugreek seeds,white urad dal (split),soda",8
Beet and Avocado Chapati Recipe,60,https://www.archanaskitchen.com/beet-avocado-chapati-recipe,"salt,wheat flour,cumin powder (jeera),coriander (dhania) leaves,virgin olive oil,green chilli ground paste,avocado,mint leaves (pudina),beetroot,sesame seeds (til seeds),ginger ground paste",11
Karigadab - Karnataka Style Karanji / Gujhiya Recipe,90,https://www.archanaskitchen.com/karigadubu-karnataka-style-karanji-recipe,"wheat flour flour,ghee,coconut,cardamom (elaichi) podsseeds,gram dal (pottukadalai),sugar,sooji (semolina rava),rice flour,sunflower oil",9
Cabbage and Soya Keema Recipe - Gobi and Soya Keema Recipe,40,https://www.archanaskitchen.com/gobi-and-soya-keema-recipe-in-hindi,"turmeric powder,soy,salt,ginger,green chilli,ghee,buds garlic,red chilli powder,bay leaf,green peas boil,onion,gobi,potatoes,coriander powder,coriander (dhania) leaves,lemon,garam masala powder",17
Turkish Pide Recipe - Crusty Bread with Sesame Seeds,85,https://www.archanaskitchen.com/turkish-pide-recipe-crusty-bread-with-sesame-seeds,"salt,wheat flour,black sesame seeds,virgin olive oil,dry yeast,caster sugar,flour (maida),sesame seeds (til seeds)",8
Spinach & Corn Quesadilla Recipe,50,https://www.archanaskitchen.com/quesadillas-spinach-corn-recipe-kids-recipes-made-with-del-monte,"salt,water knead,wheat flour,virgin olive oil,sweet corn,spinach leaves (palak),del monte cheesy garlic mayo",7
Moroccan Spiced Millet And Lentil Salad Recipe,30,https://www.archanaskitchen.com/moroccan-spiced-millet-and-lentil-salad-recipe,"tomato,orange,kosher salt,foxtail millet,anardana powder (pomegranate seed powder),mint leaves (pudina),virgin olive oil,carrot,parsley leaves,orange juice,mixed lentils,onion,lemon,ras el hanout spice blend moroccan spice blend,cucumber,dates",16
Apple Cinnamon Modak Recipe,55,https://www.archanaskitchen.com/apple-cinnamon-modak-recipe,"salt,rice flour,cinnamon powder (dalchini),ghee,apples,milk,brown sugar (demerara sugar),sooji (semolina rava),flour (maida),sunflower oil",10
"Roasted Apple, Onions and Cheese Focaccia Recipe",70,https://www.archanaskitchen.com/roasted-apple-onions-and-cheese-focaccia-recipe,"salt,wheat flour,nutmeg powder,apples,dry yeast,sugar,onion,feta cheese,tme leaves,black pepper powder,flour (maida)",11
Fried Barnyard Millet Recipe -Fried Samvat Rice,50,https://www.archanaskitchen.com/fried-barnyard-millet-recipe-fried-samvat-rice,"tomato,cashew nuts,ghee,coriander (dhania) leaves,paneer,potato (aloo),salt sendha namak,black peppercorns,cumin seeds (jeera),samvat rice vrat ke chawal,lemon,green chillies",12
Dahi Vada Recipe - Dahi Vada With Sweet & Spicy Chutney Recipe,75,https://www.archanaskitchen.com/dahi-vada-with-sweet-spicy-chutney-recipe-in-hindi,"salt,tamarind sauce red chilli powder cumin powder,black salt salt,chaat masala powder,soda,white urad dal",6
Grilled cheese fenugreek tikki recipe,200,https://www.archanaskitchen.com/grilled-paneer-methi-tikki-recipe,"paneer large cubes,salt,ginger,mint leaves (pudina),methi leaves (fenugreek leaves),red chilli powder,cloves garlic,onion,lemon,kasuri methi (dried fenugreek leaves),coriander powder,turmeric powder,green chillies,sunflower oil",14
Futi Kadi Recipe,40,https://www.archanaskitchen.com/futi-kadi-recipe,"salt,green chilli,asafoetida (hing),kokum (malabar tamarind),coriander (dhania) leaves,water,sugar",7
Mirchicha Chatka (Fire Roasted Chillies With Yogurt Recipe),25,https://www.archanaskitchen.com/mirchicha-chatka-fire-roasted-chillies-with-yogurt-recipe,"salt,curd,sugar,coriander (dhania) leaves,cumin seeds (jeera),green chillies",6
Dum Murgh Aatishi Recipe - Spicy Smoked Chicken Recipe,60,https://www.archanaskitchen.com/dum-murgh-aatishi-recipe-spicy-smoked-chicken-recipe,"tomato,salt,cumin powder (jeera),ginger,char magaz,fennel seeds (saunf),anardana powder (pomegranate seed powder),ghee,coal dum,red chilli powder,cloves garlic,chicken bless,ginger garlic paste,dry red chillies,poppy seeds,lemon,onion,cashews,garam masala powder",19
" Assamese Bilahir Tok Recipe",25,https://www.archanaskitchen.com/assamese-bilahir-tok-recipe-in-hindi,"tomato,turmeric powder,salt,mustard oil,red chilli powder,dry red chilli,sugar,leaf,panchon masala",9
Baby Potato Salad with Onion & Cheese Recipe,25,https://www.archanaskitchen.com/baby-potato-salad-with-onion-cheese-recipe,"salt,mixed herbs (dried),paprika powder,mozzarella cheese,cloves garlic,red chilli flakes,coriander (dhania) leaves,onion,baby potatoes",9
Lemon Sevai Recipe - Lemon Sevai Recipe,160,https://www.archanaskitchen.com/lemon-sevai-recipe-how-to-make-homemade-rice-noodles-in-hindi,"turmeric powder,idli rice,mustard,curry leaves,lemon,asafetida,sesame oil,green chillies",8
Thotakura Pappu Recipe (Toor Dal with Amaranth Leaves),35,https://www.archanaskitchen.com/thotakura-pappu-recipe-toor-dal-with-amarnath-leaves,"tomato,salt,arhar dal (split toor dal),mustard seeds,asafoetida (hing),cloves garlic,curry leaves,white urad dal (split),dry red chillies,onion,green amaranth leaves,turmeric powder,sunflower oil",13
Egg Lifafa Paratha Recipe,40,https://www.archanaskitchen.com/egg-lifafa-paratha-recipe,"tomato,salt,cumin powder (jeera),green chilli,coriander (dhania) leaves,chaat masala powder,red chilli powder,mozzarella cheese,sugar,onion,eggs,sunflower oil",12
Chicken Kofta Curry Recipe,55,https://www.archanaskitchen.com/chicken-kofta-curry-recipe,"tomato,salt,coriander (dhania),ginger,red chilli powder,cloves garlic,onion,coriander (dhania) leaves bucnh,coriander powder,chicken breasts,turmeric powder,garam masala powder,sunflower oil",13
Attirachi Kuzhambu Recipe - Spicy Mutton Gravy,40,https://www.archanaskitchen.com/aatiraichi-kuzhambu-recipe-spicy-mutton-gravy,"tomato,cloves garlic,curry leaves,st flower,sunflower oil,coriander (dhania),salt,cardamom (elaichi) podsseeds,mace (javitri),sambar powder,star anise,garam masala powder,coconut,mustard seeds,water,ginger,bay leaf (tej patta),fennel seeds (saunf),cinnamon stick (dalchini),mutton,poppy seeds",21
Seer Fish Fry Recipe,25,https://www.archanaskitchen.com/fish-fry-recipe,"salt,corn flour,coriander (dhania) leaves,red chilli powder,ginger garlic paste,tomato ketchup,lemon,seer fish,turmeric powder,sunflower oil",10
Drumstick Spinach Fry Recipe - Moringa Aloe Sabiji,55,https://www.archanaskitchen.com/murunga-keerai-urula-poriyal-moringa-aloo-sabzi-recipe,"salt,ginger,drumstick leaves (moringamurungai keerai),mustard seeds,potato (aloo),red chilli powder,onion,turmeric powder,sambar powder,sunflower oil",10
Masala Lemonade Recipe,10,https://www.archanaskitchen.com/masala-lemonade-recipe,"cumin powder (jeera),ginger,black salt,water,sugar,soda,lemon,black pepper powder,mint leaves (pudina)",9
Goan Style Maskachi Bhaji Recipe-Moringa Leaves Stir Fry With Jackfruit Seeds,40,https://www.archanaskitchen.com/goan-maskachi-bhaji-recipe-moringa-leaves-stir-fry-with-jackfruit-seeds,"salt,jackfruit seeds (kathal),drumstick leaves (moringamurungai keerai),coconut,jaggery,dry red chillies,onion,turmeric powder",8
Homemade Mole Sauce Recipe,70,https://www.archanaskitchen.com/home-made-mole-sauce-recipe,"tomato,salt,makki ka atta (yellow corn meal flour),chicken stock,raisins,cloves garlic,chipotle peppers,onion,cinnamon stick (dalchini),peanuts (moongphali),dark chocolate,black pepper powder,cloves (laung),butter,star anise,dried oregano",16
